10,MAYCA ERAÑA,Urbanización de Josep Salmerón 80,37884,Salamanca,634926447,meraÑ@hotmail.com,1982-03-26,girl1.jpg,Jefe de Taller Automotor,9,Serigrafista,6,Planificador,1,Master Universitario en Analisis y Gestion de Emer,Otros Centros de Nivel Universitario,italiano,1,vasco,7,vasco,2,holandes,8,XML,asp.net,php,Iphone-sdk,Flash,Objective-c,Java,python
11,CECILIA PAOLA ABANDO,Ronda de Jose Luis Cerdá 7,17283,Girona,714213539,cpaola@mail.com,1988-09-18,girl1.jpg,Arreglista Musical,1,Comprador,5,Jefe de Proyectos Arquitectonicos y de Ingenieria,3,Doctor en Programa Oficial de Posgrado en Biodiver,Universidad Pontificia de Salamanca,valenciano,3,aleman,8,español,2,aleman,6,Windows,Iphone-sdk,database,Visual-Studio,database,html,css,Flash
12,MARIO RAMIRO CHIRAN,Camino Isabel Sureda 52,18691,Granada,687907192,mramiro@mail.com,1972-06-11,man1.jpg,Asistente de Seguro de Transporte Automotor,1,Coordinador de Desarrollo de Servicios Estudiantil,5,Asistente de Campo,10,Programa Oficial de Doctorado en Ingenieria del Ag,Universitat Internacional de Catalunya,catalan,10,valenciano,0,ingles,1,holandes,0,html,Windows,C++,jquery,Ruby-on-rails,Java,javascript,Java
13,MIRIAN ROCIO PEINADOR,Pasaje de Iker Francisco 87,37118,Salamanca,702509642,mrocio@gmail.com,1972-09-21,girl2.jpg,Soplador de Vidrio Jefe,10,Supervisor de Asuntos Audiovisuales,5,Asistente Administrativo,2,Graduado o Graduada en Ciencias Juridicas de las A,Universitat de les Illes Balears,gallego,5,valenciano,1,español,7,ingles,7,jquery,sql,Android,php,Ruby-on-rails,iphone,Flash,C
14,ABDELHAI WITTE,Rambla Guillermo Ros 21,37539,Salamanca,764757822,awitt@gmail.com,1973-12-03,man1.jpg,Abogado,0,Medico Jefe,7,Dibujante,2,Graduado o Graduada en Lenguas Modernas  por la Un,Universidad de La Laguna,holandes,9,vasco,9,valenciano,4,aleman,3,sql,php,Ruby-on-rails,asp.net,Visual Basic,sql,Sql-server,python
15,EVODIA DE GISPERT,Alameda de Ignacio Verdú 61 Piso 1 ,26925,La Rioja,635259591,ede@aol.com,1982-03-23,girl2.jpg,Supervisor de Costos de Obras,7,Coordinador de Cine Club,0,Serigrafista Principal,5,Master Universitario en Comunicacion Digital y Nue,Universidad de Castilla-La Mancha,aleman,1,frances ,10,vasco,9,portugues,8,Objective-c,Django,css,mysql,jquery,XML,javascript,Visual Basic
16,IOANA FLORENTINA GONCET,Calle de Teresa Nicolás 626 Apt. 73 ,47354,Valladolid,724919645,iflorentina@yahoo.com,1992-04-17,girl2.jpg,Periodista,7,Secretaria (o) Ejecutiva (o) Bilingüe,1,Asistente de Asuntos Audiovisuales,0,Master Universitario en Arte y Educacion. La Expre,Universidad de Deusto,vasco,9,frances ,2,vasco,3,ingles,2,css,C,javascript,XML,database,iphone,database,javascript
17,JESSIE EL AZOUZI,Pasaje Marina Cortes 20 Puerta 0 ,18554,Granada,629517850,jel@aol.com,1992-09-25,man2.jpg,Jefe de Proyectos Arquitectonicos y de Ingenieria,1,Jefe Central de Recursos Humanos,2,Especialista en Mtto. de Equipos de Computacion,6,Programa Oficial de Doctorado en Biomedicina y Cie,Universidad Complutense de Madrid,italiano,10,italiano,7,catalan,0,catalan,0,Visual-Studio,mysql,Android,Ajax,sql,Sql-server,iphone,C++
18,ANA AMERICA PUELL,Via Pedro Espada 18,26970,La Rioja,649472408,aamerica@gmail.com,1970-05-07,girl2.jpg,Bombero,8,Coordinador de Biblioteca,7,Secretaria (o) Ejecutiva (o),8,Programa de Doctorado en Bellas Artes por la Unive,Universidad de Deusto,holandes,9,frances ,9,español,7,ingles,2,XML,.Net,C++,Objective-c,Visual-Studio,Linux,Ruby-on-rails,.Net
19,ISABELINA ABSELAM,C. de Jose Angel Romeu 44,14588,Cordoba,741432361,iabsela@mail.com,1994-02-13,girl2.jpg,Microfilmador,7,Supervisor de Registro y Control de Bienes,7,Jefe Sectorial de Compras,1,Master Universitario en Sound and Music Computing,Universidad Ramon Llull,italiano,3,valenciano,1,aleman,0,gallego,6,iphone,iphone,Android,Visual Basic,asp.net,Objective-c,Visual-Studio,Flash
20,HERMINSUL LLOBERAS,Glorieta Francisca Rincón 1,27970,Lugo,673932213,hllobera@gmail.com,1987-05-10,man1.jpg,Especialista en Asistencia Tecnica Institucional,4,Fotografo,6,Planificador de Informacion y Control Estudiantil,5,Graduado o Graduada en Edificacion por la Universi,Universidad de Sevilla,valenciano,0,gallego,3,italiano,5,vasco,10,python,Django,Visual-Studio,Django,html,javascript,C,Java
21,IVAN MITKOV BALSATEGUI,Pasadizo de Victoria Pol 598 Piso 0 ,19341,Guadalajara,762768771,imitkov@yahoo.com,1975-02-14,man2.jpg,Director de Titeres y Marionetas,5,Coordinador de Biblioteca,10,Director de Orfeon Universitario,7,Graduado o Graduada en Literatura General y Compar,(Conjunto Internacional),español,3,gallego,6,gallego,3,ingles,8,Iphone-sdk,Linux,Ajax,C++,html,database,database,iphone
22,CARLOS CRISTIAN IRUJO,Glorieta de Andrés Cózar 81 Puerta 8 ,10963,Caceres,623948911,ccristian@yahoo.com,1984-01-29,man1.jpg,Director de Ballet o Danza,6,Abogado Especialista Sectorial,9,Coordinador de Produccion de Radiodifusora ,6,Graduado o Graduada en Biologia Humana por la Univ,Universidad de Extremadura,catalan,8,frances ,2,catalan,2,italiano,2,Django,asp.net,sql,sql,Java,php,python,html
23,VITALIANO HARRISON,Callejón Luis Miguel Sierra 468 Piso 5 ,30684,Murcia,618281585,vharriso@mail.com,1976-08-08,man1.jpg,Tecnico Agropecuario,4,Jefe de Operaciones Bomberiles,3,Inspector de Higiene y Control de Precios de Alime,0,Master Universitario Erasmus Mundus en Calidad en ,Universidad de Burgos,aleman,5,español,10,catalan,7,aleman,9,Ruby-on-rails,Windows,.Net,iphone,asp.net,asp.net,css,sql
24,ELENA CARMEN CAMARASA,Callejón de Antonia Botella 766 Piso 9 ,16974,Cuenca,620368752,ecarmen@gmail.com,1971-11-23,girl1.jpg,Jefe de Protocolo,1,Abogado,1,Citotecnologo,6,Graduado o Graduada en Tecnologias de Telecomunica,Universitat Internacional de Catalunya,italiano,10,español,6,holandes,2,arabe,0,asp.net,Java,Linux,jquery,Objective-c,C++,asp.net,jquery
25,IOANA MARIA CLARES,Acceso Mohamed Álamo 19 Piso 3 ,36918,Pontevedra,631092915,imaria@mail.com,1976-11-23,girl2.jpg,Asistente de Investigacion en Ciencias Sociales,0,Jefe de Seccion de Informatica,10,Jefe de Mantenimiento y Reparaciones,4,Master Universitario en Tecnologia e Industria Ali,Universidad Internacional de Andalucia,gallego,3,catalan,5,español,5,portugues,8,asp.net,javascript,Django,asp.net,Django,python,iphone,Java
26,MIREN IZASKUN ABELLO,Cañada de Patricia Cañellas 94 Apt. 16 ,39277,Cantabria,743520250,mizaskun@hotmail.com,1990-11-11,girl1.jpg,Asistente de Camara,10,Asistente de Prevision y Desarrollo Social,1,Asistente de Veterinaria,2,Master Universitario en Bioetica y Bioderecho por ,Universidad Catolica San Antonio,arabe,9,portugues,6,catalan,10,arabe,5,jquery,php,Windows,Visual Basic,.Net,javascript,Linux,Android
27,ALINA SIMONA PASTO,Ronda de Ángeles Gil 736,08784,Barcelona,601791882,asimona@hotmail.com,1977-01-03,girl1.jpg,Jefe de Nomina,5,Supervisor de Transporte,3,Analista de Presupuesto,5,Master Universitario en Ciencias Farmaceuticas,Universitat Politècnica de València,holandes,5,gallego,3,holandes,4,valenciano,8,Objective-c,python,Objective-c,Flash,Linux,Django,html,C
28,ALBERTO LORENZO SENERO,Pasadizo de Daniel Amorós 36 Apt. 74 ,52742,Melilla,730428625,alorenzo@yahoo.com,1994-04-09,man2.jpg,Asistente Ejecutivo de Egreamigos,10,Inspector General de los Servicios Bomberiles,9,Investigador Ocupacional,4,Graduado o Graduada en Marketing y Comunicacion Em,Universidad Internacional de Andalucia,gallego,7,portugues,9,valenciano,5,vasco,0,Windows,javascript,XML,Visual-Studio,mysql,Visual-Studio,asp.net,C++
29,JULIO EMILIO EMILOV,Ronda de Sofia Solano 50,04196,Almeria,675943379,jemilio@mail.com,1982-08-29,man1.jpg,Analista de Nomina,9,Tecnico Plomero (Codigo Transitorio),5,Cajero Jefe,1,Graduado o Graduada en Ingenieria de las Industria,Universidad Internacional de La Rioja,gallego,2,gallego,4,valenciano,2,gallego,3,html,jquery,php,XML,Django,Windows,Linux,Windows
30,HAJIBA BARCINA,Urbanización Fátima Castejón 732,15727,Coruna,602269452,hbarcin@mail.com,1983-03-18,girl2.jpg,Inspector de Obras,0,Asistente de Preescolar,9,Medico Veterinario,0,Master Universitario en Tecnologia de los Sistemas,Universidad Internacional Isabel I de Castilla,italiano,5,valenciano,2,vasco,9,holandes,4,Django,Visual Basic,Visual Basic,Flash,Visual Basic,mysql,css,.Net
31,JOSE ARCADIO RIDAO,Alameda de Agustín Bayo 74 Piso 9 ,31597,Navarra,727411647,jarcadio@hotmail.com,1996-01-11,man2.jpg,Analista Central de Presupuesto,7,Supervisor de Operaciones de Radiodifusora ,5,Programador de Sistemas,8,Master Universitario en Investigacion quimica,Universidad de Lleida,ingles,4,catalan,7,aleman,3,italiano,4,Django,Django,mysql,Visual Basic,database,Ruby-on-rails,Windows,css
32,NURIA PINO WATT,Urbanización Manuel Molins 14,03923,Alicante,620610355,npino@aol.com,1975-12-29,girl2.jpg,Enfermera (o),7,Economo,1,Operador de Audio,1,Graduado o Graduada en Literatura General y Compar,Universidad Europea de Canarias,valenciano,3,valenciano,10,arabe,9,ingles,5,sql,.Net,Ajax,sql,.Net,Java,Django,Ajax
33,XIN YU VASILIU,Camino de Jose Maria Suárez 5,23422,Jaen,721501446,xyu@gmail.com,1974-02-07,girl2.jpg,Soplador de Vidrio,9,Facilitador de Desarrollo en Artes Escenicas,8,Asistente de Camara,10,Master Universitario en Matematica Avanzada,Universidad Europea de Valencia,frances ,10,holandes,9,gallego,3,portugues,5,Ajax,Sql-server,Sql-server,Java,jquery,php,iphone,Ruby-on-rails
34,VICTORIA INMACULADA TAOUATI,C. Julia Torre 69,40958,Segovia,740755571,vinmaculada@mail.kz,1981-09-25,girl2.jpg,Promotor Vendedor de Material Didactico,9,Supervisor de Biblioteca,7,Soplador de Vidrio Jefe,4,Graduado o Graduada en Lengua Española y su Liter,Universidad Pablo de Olavide,italiano,7,catalan,8,ingles,9,valenciano,6,Android,C,php,Django,C++,Flash,Windows,Linux
35,SONIA DOLORES VELARDO,Vial de Lorenzo Asensio 94 Puerta 4 ,32908,Ourense,692434330,sdolores@yahoo.com,1976-09-13,girl2.jpg,Musicalizador,10,Jefe de Operaciones Bomberiles,4,Director de Orquesta,1,Master Universitario en Filosofia: Humanismo y Tra,Universitat Abat Oliba CEU,ingles,0,ingles,7,ingles,9,aleman,2,Objective-c,javascript,C++,Iphone-sdk,Ajax,javascript,Objective-c,iphone
36,ZAIDA LUENGO,Plaza Joaquin Valls 23,15949,Coruna,789626825,zlueng@aol.com,1975-06-22,girl1.jpg,Auxiliar de Registro y Estadisticas de Servicios A,4,Instrumentista Academico Lider de Cuerdas,4,Topografo ,2,Doctor en Programa Oficial de Enginyeria elèctric,Universidad de Lleida,ingles,3,italiano,8,ingles,9,holandes,6,sql,mysql,Ruby-on-rails,XML,Java,php,css,html
37,ILEANA CRISTINA QUEIROS,C. Juan Carlos Cuadrado 4,02661,Albacete,796743141,icristina@mail.com,1980-08-04,girl1.jpg,Asistente Financiero,0,Especialista en Mtto. de Equipos de Computacion,7,Tecnico Radiologo,1,Programa de Doctorado en Biomedicina y Farmacia po,Universidad Loyola Andalucia,italiano,4,frances ,1,gallego,0,italiano,3,asp.net,sql,html,Visual Basic,C,Django,css,Django
38,VIVIANA CECILIA OCASAR,Pasaje de Juan Luis Ferreras 7 Puerta 5 ,34911,Palencia,749971199,vcecilia@mail.com,1991-08-01,girl2.jpg,Asistente de Prevision y Desarrollo Social,4,Diseñador Grafico,10,Fotografo,1,Doctor en Programa Oficial de Posgrado de Gestion,Universidad San Pablo-CEU,vasco,1,frances ,7,portugues,8,frances ,8,Linux,Ruby-on-rails,Ruby-on-rails,Django,html,Ajax,Java,Linux
39,VINCENZO OCAMPO,Via Margarita Heras 69 Apt. 81 ,09369,Burgos,611576102,vocamp@aol.com,1986-08-20,man2.jpg,Asistente de Publicidad y Mercadeo,2,Tallador de Diamantes,3,Jefe de Artes,8,Master Universitario en Musica Hispana,Mondragon Unibertsitatea,gallego,9,gallego,8,ingles,10,aleman,1,Flash,Android,javascript,javascript,Visual Basic,database,Flash,.Net
40,ADAM JOZEF COLLERA,Avenida Concepción Manzanares 93 Piso 1 ,42791,Soria,732484872,ajozef@yahoo.com,1986-07-08,man2.jpg,Cajero Jefe,7,Consultor de Informacion y Control Estudiantil,1,Jefe de Nomina,1,Programa Oficial de Doctorado en Gestion Estrategi,Universidad Antonio de Nebrija,aleman,5,italiano,5,vasco,9,italiano,4,.Net,html,Flash,python,Linux,Windows,Objective-c,C++
41,ISAAC ENRIQUE IBARLUZEA,Rambla de Iker Checa 22,17314,Girona,721586184,ienrique@yahoo.com,1985-07-25,man2.jpg,Instructor de Desarrollo en Artes Plasticas,2,Especialista en Pasantias y Actividades Complement,8,Bombero Inspector,9,Master Universitario en Quimica Fina y Molecular,Universitat Politècnica de València,gallego,3,aleman,7,valenciano,0,español,0,html,database,css,Django,iphone,asp.net,Ruby-on-rails,.Net
42,MORITZ LOSANA,Rambla Elisa Benet 15 Puerta 7 ,17138,Girona,758222107,mlosan@mail.com,1986-03-30,man2.jpg,Jefe de Seccion de Informatica,5,Dibujante,4,Supervisor de Carpinteria (Codigo Transitorio),1,Master Universitario en Fisioterapia del Torax por,Universidad Complutense de Madrid,holandes,9,portugues,8,arabe,3,gallego,3,database,asp.net,jquery,Objective-c,C++,mysql,Visual-Studio,php
43,RICARDO JAIME LYUBENOV,Pasadizo de Juan José Duarte 23,12226,Castellon,680223850,rjaime@hotmail.com,1972-03-07,man2.jpg,Jefe de Mantenimiento y Reparaciones,5,Asistente de Especialista en Informacion,0,Oficial de Correo,8,Master Universitario en Farmacologia. Desarrollo E,IE Universidad,frances ,3,gallego,7,vasco,7,valenciano,8,C,sql,javascript,sql,Flash,Android,Ruby-on-rails,Django
44,ISCLE DUMAN,Cañada Celia Tur 29 Apt. 05 ,33176,Asturias,641445232,iduma@yahoo.com,1991-07-02,man1.jpg,Editor de Asuntos Audiovisuales,7,Jefe de Mantenimiento y Reparaciones,3,Auxiliar de Servicios para el Arte,1,Master Universitario en Investigacion en Artes y H,Universidad Politecnica de Catalunya,valenciano,3,arabe,7,valenciano,2,frances ,3,Linux,C++,iphone,python,html,Objective-c,.Net,javascript
45,JUAN OSCAR GATA,Pasadizo de Consuelo Mas 83 Piso 5 ,19729,Guadalajara,709999651,joscar@mail.kz,1989-06-11,man2.jpg,Tecnico en Telematica,8,Asistente de Biblioteca,7,Coordinador de Desarrollo de Servicios Estudiantil,9,Master Universitario en Bioetica y Formacion por l,Universidad de Zaragoza,vasco,0,catalan,9,ingles,3,español,7,asp.net,XML,.Net,jquery,iphone,Ajax,Visual Basic,sql
46,LUCAS RAMON VALDELOMAR,Camino Roberto Esteve 57,11603,Cadiz,785268979,lramon@aol.com,1989-01-31,man2.jpg,Facilitador de Desarrollo de Recursos Humanos,3,Oficinista ,5,Especialista en Pasantias y Actividades Complement,9,Doctor in Cantu Gregoriano,Universidad Camilo Jose Cela,catalan,10,ingles,2,holandes,1,valenciano,5,C,javascript,Linux,.Net,css,C,asp.net,html
47,ANNA LUCIA BOT,Acceso Gabriel Menéndez 7,38759,Tenerife,716643629,alucia@aol.com,1976-06-20,girl1.jpg,Jefe de Control Previo y/o Posterior,8,Asistente Financiero,1,Jefe de Analisis y Control Financiero,4,Maestro-Especialidad de Educacion Fisica,Universidad de Zaragoza,italiano,8,gallego,4,aleman,1,portugues,1,Visual-Studio,html,javascript,Iphone-sdk,Linux,.Net,Iphone-sdk,javascript
48,MARIANO RAMON LISTAN,C. de Begoña Company 73,43714,Tarragona,754699593,mramon@aol.com,1990-01-23,man2.jpg,Fisioterapeuta,1,Asistente de Organizacion Cultural,8,Tecnico Agropecuario,0,Doctor en Programa Oficial de Posgrado en Dinamica,Universidad Autonoma de Barcelona,portugues,4,aleman,8,portugues,7,valenciano,6,css,asp.net,C++,Windows,Ajax,html,asp.net,javascript
49,XIKER BOADO,Paseo de Laura Villa 8,41171,Sevilla,612125999,xboad@yahoo.com,1975-12-11,man1.jpg,Supervisor de Proteccion y Seguridad ,8,Tecnico Acuicultor,7,Serigrafista Principal,8,Graduado o Graduada en Historia del Arte por la Un,Universidad Europea del Atlantico,portugues,1,aleman,9,aleman,8,arabe,9,.Net,jquery,Visual-Studio,C,asp.net,XML,javascript,Android
50,EDUARDO MARCELO ADORNA,C. Rafael Barral 69 Piso 7 ,09969,Burgos,680023607,emarcelo@mail.kz,1980-05-19,man1.jpg,Ayudante de Taller de Artes del Fuego,7,Jefe de Inventarios,5,Coordinador de Preescolar,10,Master Universitario en Artes del Espectaculo Vivo,Universidad de Las Palmas de Gran Canaria,valenciano,6,italiano,8,catalan,4,catalan,2,Flash,C,php,Sql-server,Android,Visual Basic,Sql-server,php
51,GUSTAVO FEDERICO PAGUILLO,Via Tomás Dueñas 143,52294,Melilla,763020245,gfederico@aol.com,1974-07-15,man1.jpg,Asistente de Laboratorio de Idiomas,0,Enfermera Comunitaria,9,Asistente de Seguro de Transporte Automotor,8,Graduado o Graduada en Ingenieria Mecanica (Rama I,Universidad Europea de Madrid,portugues,5,español,6,valenciano,10,holandes,7,Django,.Net,Linux,php,Iphone-sdk,Iphone-sdk,Linux,Visual Basic
52,STEFAN SORIN TARANCO,Avenida Ricardo Alsina 432 Puerta 2 ,39286,Cantabria,678664674,ssorin@aol.com,1992-10-04,man2.jpg,Asistente de Laboratorio de Idiomas,6,Dibujante Jefe,0,Secretaria (o),4,Master Universitario en Diseño Molecular en Quimi,Universidad Loyola Andalucia,holandes,1,ingles,6,frances ,9,valenciano,0,asp.net,php,iphone,.Net,XML,C++,sql,Linux
53,LAZARO RAFAEL CUECO,Avenida de Francisco Becerra 668,05735,Avila,746697827,lrafael@aol.com,1980-05-05,man2.jpg,Coordinador de Deporte,7,Asistente de Especialista en Informacion,10,Diagramador,5,Master Universitario en Intervencion en Convivenci,Universidad Pablo de Olavide,vasco,10,aleman,1,aleman,3,holandes,7,javascript,Linux,Ajax,Ruby-on-rails,Django,mysql,Ajax,Objective-c
54,ERHIMO MBAYE,Rambla Salvador Noguera 9 Puerta 8 ,41613,Sevilla,649183914,embay@hotmail.com,1988-07-15,girl1.jpg,Musicalizador,6,Medico Veterinario,9,Jefe de Unidades Nutricionales,6,Master Universitario en Direccion Publica y Lidera,Universidad de Deusto,español,5,italiano,5,ingles,5,gallego,1,Ruby-on-rails,.Net,Iphone-sdk,database,php,Windows,Iphone-sdk,Visual-Studio
55,MASOUD SUCO,Pasaje Lorenzo Nevado 25,52911,Melilla,623350716,msuc@aol.com,1995-11-05,man2.jpg,Asistente de Topografia,6,Ayudante de Taller de Artes del Fuego,6,Coralista Lider de Cuerdas,6,Graduado o Graduada en Maestro de Educacion Primar,Universidad de Cordoba,italiano,3,arabe,5,gallego,6,vasco,5,Visual-Studio,Sql-server,Django,database,Iphone-sdk,iphone,Iphone-sdk,database
56,MARGARITA INES DURBAN,Glorieta Lourdes Carbó 89 Apt. 93 ,42175,Soria,772693873,mines@gmail.com,1986-06-01,girl2.jpg,Asistente de Asuntos Audiovisuales,0,Jefe de Correo,0,Archivista Jefe,10,Graduado o Graduada en Ingenieria Ambiental por la,Varias Universidades,vasco,8,aleman,4,valenciano,1,arabe,9,mysql,Sql-server,javascript,sql,python,Android,iphone,asp.net
57,SANDRA JANET TUEROS,Calle Albert Conesa 986,52868,Melilla,730627108,sjanet@gmail.com,1983-07-09,girl1.jpg,Ayudante de Taller de Artes del Fuego,0,Analista de Higiene y Seguridad Industrial,7,Coordinador de Pasantias y Actividades Complementa,0,Master Universitario en Computacion en la Nube y N,Universidad de Malaga,vasco,8,gallego,8,catalan,2,italiano,1,C,C,javascript,css,asp.net,Visual Basic,Linux,Flash
58,LAURA INES GENE,Calle de Jose Francisco Bárcena 88 Apt. 98 ,25569,Lleida,693031415,lines@gmail.com,1970-07-02,girl1.jpg,Jefe de Planes Operativos y Estrategicos,1,Jefe de Emision de Pagos,2,Enfermera (o) Jefe,4,Master Universitario en Procesos de Direccion Empr,Universitat Internacional Valenciana,vasco,8,vasco,4,español,3,arabe,6,Objective-c,Ajax,Visual Basic,Objective-c,Android,Android,Sql-server,Django
59,ADRIAN MARIUS BENAYAS,Pasaje de Lourdes Quevedo 4 Apt. 31 ,18258,Granada,689772287,amarius@mail.kz,1983-07-10,man1.jpg,Sub-director Educativo,6,Administrador Jefe,5,Auditor,5,Programa Oficial de Doctorado en Literaturas Galle,Universidad de Cantabria,catalan,4,holandes,1,holandes,1,frances ,10,Linux,html,sql,Django,mysql,python,Ajax,XML
60,NICCOLO NEAMTU,C. Joaquin Baeza 13 Piso 2 ,41475,Sevilla,717162199,nneamt@gmail.com,1990-06-26,man1.jpg,Abogado Especialista Sectorial,4,Asistente Ejecutivo de Estudios para Graduados,8,Supervisor de Registro y Control de Bienes,0,Master Universitario en Biotecnologia Alimentaria,Universidad de Castilla-La Mancha,español,9,catalan,0,holandes,5,italiano,0,Django,Visual Basic,Visual Basic,C++,css,iphone,mysql,iphone
61,ADRIANA VALERIA GAROLERA,Cañada Encarnacion Aguilera 95,10863,Caceres,645135999,avaleria@yahoo.com,1986-05-11,girl2.jpg,Maquinista de Buque,0,Animador Cultural,9,Economo,5,Master Universitario en Bioinformatica,Universidad de Vic-Universidad Central de Cataluny,valenciano,2,aleman,4,gallego,10,gallego,3,asp.net,Ruby-on-rails,Ajax,Windows,sql,jquery,jquery,javascript
62,DANIELA LAURA AYCART,C. Cesar Alemany 95,50409,Zaragoza,628288642,dlaura@aol.com,1972-04-14,girl2.jpg,Especialista en Pasantias y Actividades Complement,0,Analista Financiero,7,Administrador Jefe,8,Master Universitario en Optometria e Investigacion,Universitat Politècnica de València,catalan,10,aleman,0,italiano,9,italiano,0,asp.net,Iphone-sdk,asp.net,jquery,Iphone-sdk,Java,C,asp.net
63,YUZHU ARANGUENA,Pasadizo de Victor Manuel Esteban 50 Apt. 41 ,02157,Albacete,726343765,yaranguen@mail.com,1977-11-10,girl2.jpg,Asistente de Laboratorio Clinico,7,Tecnico de Electromedicina,10,Jefe de Nomina,9,Programa de Doctorado en Quimica Fisica por la Uni,Universitat de les Illes Balears,ingles,0,portugues,0,portugues,4,catalan,3,Windows,javascript,python,Iphone-sdk,asp.net,jquery,XML,Java
64,BRUNO SEBASTIAN RAPALLO,Camino Emilia Benavides 98 Puerta 8 ,38285,Tenerife,747531799,bsebastian@yahoo.com,1970-07-01,man1.jpg,Tecnico de Petroleo,8,Psicologo Jefe,0,Inspector de Obras,9,Master Universitario en Ingenieria de Sistemas e I,Universidad San Pablo-CEU,ingles,3,vasco,2,vasco,3,portugues,9,Sql-server,Visual Basic,Django,sql,html,javascript,css,jquery
