10,GEMA ANGELES CHEVEZ,Rambla Victoria Salamanca 63 Puerta 2 ,45215,Toledo,639467977,gangeles@hotmail.com,1991-03-23,girl2.jpg,Orientador,9,Entrenador Deportivo,5,Jefe de Relaciones Interinstitucionales,4,Master Universitario en Literatura Europea y Ense�,Universidad de Alcala,catalan,7,aleman,4,aleman,8,valenciano,7,Android,html,.Net,html,C++,Sql-server,Ruby-on-rails,asp.net
11,GEORGE COSMIN BAI,Ronda de Iker Viña 318,52711,Melilla,648342494,gcosmin@gmail.com,1980-02-03,man1.jpg,Jefe de Tesoreria,2,Jefe de Unidades Nutricionales,6,Asistente de Camara,8,Master Universitario en Gestion y Administracion A,Universidad Nacional de Educacion a Distancia,gallego,1,catalan,7,aleman,10,italiano,9,Windows,Iphone-sdk,C++,php,iphone,database,asp.net,Visual-Studio
12,MOUNIM GOIA,Paseo de Luis Miguel Morera 496,36866,Pontevedra,628017575,mgoi@mail.com,1995-11-07,man1.jpg,Analista Central de Presupuesto,8,Documentalista de Bienes Inmuebles,10,Coordinador de Publicaciones,5,Master Universitario en Fundamentos y Principios d,Universidad Europea de Canarias,ingles,10,portugues,3,italiano,9,holandes,6,Flash,html,Java,iphone,Visual-Studio,asp.net,Flash,Visual Basic
13,ANA MARIA CRISTINA APAOLAZA,Urbanización de Marcos Barriga 8,50624,Zaragoza,627197615,amaria@yahoo.com,1973-12-23,girl1.jpg,Facilitador de Desarrollo de Recursos Humanos,4,Arreglista Musical,0,Analista de Nomina,8,Programa de Doctorado en Avances en Biologia Micro,Universidad Fernando Pessoa-Canarias (UFP-C),italiano,1,holandes,6,frances ,4,valenciano,1,Windows,Visual-Studio,C,Visual-Studio,css,iphone,Visual Basic,python
14,CLAUDIA FRANCISCA SANFRANCISCO,Plaza Mercedes Acosta 933,24121,Leon,742833063,cfrancisca@aol.com,1977-03-28,girl2.jpg,Jefe de Contabilidad,9,Abogado Especialista,2,Registrador de Bienes,8,Graduado o Graduada en Economia y Finanzas por la ,Universidad de Deusto,gallego,3,holandes,0,italiano,9,aleman,8,Visual Basic,Iphone-sdk,Iphone-sdk,javascript,Django,Java,Windows,Linux
15,KEPA JOSEBA GUNTHER,Cuesta Ruben Cuervo 3 Puerta 9 ,40396,Segovia,784416344,kjoseba@gmail.com,1989-11-25,man2.jpg,Especialista en Informacion,7,Coordinador de Deporte,9,Tecnico Electricista,0,Master Universitario en Gestion Integrada de Zonas,Universidad de Lleida,vasco,5,arabe,7,catalan,10,catalan,0,Java,python,Sql-server,jquery,php,python,Linux,Flash
16,AYNHOA ALGUE,Alameda Elena Feijoo 22,02871,Albacete,685875335,aalgu@yahoo.com,1987-05-25,girl2.jpg,Jefe de Taller Metalmecanico,7,Asistente de Publicidad y Mercadeo,7,Asistente de Topografia,1,Programa de Doctorado en Ciencias Empresariales / ,Universidad de A Coruña,español,6,arabe,6,portugues,8,ingles,4,C++,css,Ruby-on-rails,Ajax,Objective-c,C,Android,Iphone-sdk
17,SORIN ION HANCOCK,Rambla de Sonia Ríos 24,37485,Salamanca,705407523,sion@yahoo.com,1994-11-12,man1.jpg,Asistente de Tesoreria,0,Instructor de Desarrollo en Artes Auditivas,9,Atrilero,1,Master Universitario en Lexico y Comunicacion Ling,Universidad Catolica San Antonio,ingles,5,aleman,6,español,1,aleman,0,.Net,python,Iphone-sdk,XML,Windows,javascript,Ruby-on-rails,python
18,SANTOS ALBERTO TARRASON,Callejón de Olga Rocamora 3,12943,Castellon,706407420,salberto@yahoo.com,1988-09-09,man2.jpg,Docente de Aula,2,Oficinista ,9,Jefe de Obras,5,Arquitecto,Universidad Internacional de La Rioja,vasco,10,italiano,5,italiano,10,aleman,3,Flash,sql,html,database,Flash,.Net,Sql-server,Django
19,IRINEL MONTIJANO,Camino Victoria Roura 6 Apt. 86 ,05685,Avila,676517360,imontijan@aol.com,1990-07-27,man2.jpg,Tecnico de Electromedicina,5,Tallador de Diamantes,3,Camarografo,4,Master Universitario en Prehistoria y Arqueologia,Universidad Catolica San Antonio,holandes,5,gallego,1,frances ,5,catalan,2,Ajax,Windows,sql,C++,php,Objective-c,Ajax,Django
20,HENRIETTA DABRIO,Vial Adriana Nogueira 51 Piso 9 ,29645,Malaga,783863440,hdabri@yahoo.com,1984-09-10,girl2.jpg,Asistente de Laboratorio de Computacion,5,Analista de Registro y Ctrl. Estadistico Jefe,10,Asistente de Biblioteca,3,Master Universitario Erasmus Mundus en Quimica Teo,Universidad de Salamanca,arabe,0,gallego,5,vasco,10,arabe,1,Linux,css,python,Iphone-sdk,python,Flash,Ruby-on-rails,javascript
21,MIQUEL MARIA GRAUR,Vial Trinidad Elías 16 Piso 1 ,11351,Cadiz,745877543,mmaria@hotmail.com,1986-11-23,man1.jpg,Planificador Central,9,Asistente de Protocolo,4,Coordinador de Produccion de Radiodifusora ,4,Master Universitario en direccion de empresas - MB,Universidad Europea Miguel de Cervantes,vasco,6,italiano,7,vasco,3,catalan,4,Visual-Studio,css,Linux,Linux,python,Android,Django,Visual-Studio
22,ZHONG CEBERIO,Rambla de Noelia Martínez 53 Piso 6 ,44598,Teruel,631259891,zceberi@aol.com,1974-02-01,man1.jpg,Tallador de Diamantes,9,Asistente de Organizacion Cultural,7,Almacenista Jefe,6,Doctor en Programa Oficial de Posgrado en Planific,Universidad Pompeu Fabra,valenciano,4,portugues,9,portugues,4,ingles,4,C,sql,python,iphone,html,Ajax,asp.net,Objective-c
23,SILVIA MARITZA COIDURAS,Callejón Montserrat Pedro 2 Piso 0 ,50935,Zaragoza,707658136,smaritza@hotmail.com,1991-09-27,girl2.jpg,Asistente de Psicologo (Codigo Transitorio),6,Jefe Sectorial de Compras,4,Locutor,8,Baccalaureatus in Sacra compositione,Universidad de Granada,frances ,10,aleman,7,gallego,8,catalan,3,Java,Windows,C,C++,Android,javascript,css,Ajax
24,DIANE MARIE OREJANA,Callejón Juan Francisco Manuel 490 Puerta 9 ,04580,Almeria,642223681,dmarie@aol.com,1985-04-07,girl2.jpg,Instructor de Desarrollo en Artes Auditivas,2,Asesor Artistico,4,Facilitador de Desarrollo en Artes Escenicas,5,Programa Oficial de Doctorado en Comunicacion y Ed,Universidad Europea de Canarias,portugues,9,frances ,9,holandes,7,arabe,5,jquery,XML,Visual Basic,C,Django,html,Visual-Studio,C
25,ROBERTO ANDRES ECHANIZ,Acceso Rocio Parejo 642,38193,Tenerife,703578063,randres@gmail.com,1991-05-10,man2.jpg,Asistente de Nomina,0,Jefe de Proteccion Ambiental,10,Asistente de Nomina,8,Programa de Doctorado en Ingenieria de Sistemas e ,Universidad de La Laguna,holandes,3,portugues,0,holandes,6,aleman,9,Objective-c,Ruby-on-rails,jquery,XML,iphone,C++,Android,python
26,DOMINGO ENRIQUE BREIJO,Via Vicente Águila 391 Piso 4 ,19987,Guadalajara,734149905,denrique@aol.com,1991-07-11,man1.jpg,Director de Teatro,8,Supervisor de Servicios Generales,7,Planificador,9,Master Universitario en Automatica y Robotica,Universidad de Murcia,frances ,3,valenciano,5,aleman,2,ingles,5,Windows,Android,Sql-server,Ajax,Iphone-sdk,Visual Basic,C++,php
27,MONICA ESTER BALDWIN,Vial de Ivan Campillo 89,48926,Bizkaia,734036921,mester@aol.com,1994-04-28,girl2.jpg,Asistente de Zootecnia,3,Coordinador de Produccion de Radiodifusora ,2,Enfermera (o) Instrumentista,6,Master Universitario en Instrumentacion en Fisica ,Universidad de Deusto,catalan,2,español,10,arabe,9,frances ,5,Ruby-on-rails,Sql-server,jquery,mysql,Django,javascript,iphone,Objective-c
28,ALVYDAS BALENCIAGA,Callejón Alex Rocha 95 Piso 7 ,14867,Cordoba,698663864,abalenciag@aol.com,1982-04-18,man1.jpg,Jefe de Analisis y Procesamiento de Compras,0,Asistente Ejecutivo de Egreamigos,5,Asistente Financiero,5,Master Universitario en Proteccion de Datos por la,Universidad Catolica de Valencia San Vicente Marti,vasco,9,portugues,6,español,3,vasco,6,Java,Java,C++,Windows,Sql-server,Android,Sql-server,html
29,RUFINA MARIA BRUZON,Glorieta de Rosa Valera 251,10934,Caceres,736580581,rmaria@mail.com,1979-01-21,girl2.jpg,Tecnico Electromecanico de Equipos Odontologicos,2,Asistente de Psicologo (Codigo Transitorio),0,Jefe de Unidades Nutricionales,5,Master Universitario en Analisis Gramatical y Esti,(Conjunto),español,9,español,7,italiano,3,gallego,1,XML,Visual Basic,Sql-server,database,python,Objective-c,Objective-c,Visual Basic
30,MARIA SACRAMENTOS BASARTE,Avenida David Moliner 7 Piso 1 ,15265,Coruna,668686337,msacramentos@hotmail.com,1976-04-10,girl2.jpg,Secretaria (o) Ejecutiva (o),1,Auditor,4,Inspector de Seguridad Industrial e Higiene Ocupac,10,Master Universitario en Pedagogia Montessori (0-6 ,Varias Universidades,holandes,8,aleman,9,holandes,6,catalan,9,python,XML,sql,Windows,iphone,python,jquery,Java
31,SERGIO MATIAS PARACHE,Paseo Alfredo Miralles 89,07201,Baleares,669660828,smatias@mail.com,1975-10-21,man1.jpg,Asesor Artistico,7,Supervisor de Transporte,6,Tecnico de Petroleo,8,Master Universitario en Patrimonio Cultural,Universidad del Pais Vasco/Euskal Herriko Uniberts,frances ,7,holandes,9,ingles,0,holandes,4,Ruby-on-rails,Django,Sql-server,Java,Windows,Ajax,php,php
32,MARCELIANA CASTIÑEIRAS,Avenida Gema Llorens 86,43397,Tarragona,615271530,mcastiÑeira@aol.com,1979-05-07,girl1.jpg,Director de Agrupacion Musical,7,Bombero Inspector,0,Coralista Lider de Cuerdas,9,Master Universitario en ingenieria energetica sost,Universidad de Jaen,vasco,6,holandes,3,portugues,7,aleman,3,css,sql,javascript,Iphone-sdk,Iphone-sdk,Ajax,asp.net,database
33,PATRICIA ELVIRA SANTACLARA,Callejón de Jose Miguel Riquelme 76 Puerta 9 ,52611,Melilla,785727947,pelvira@hotmail.com,1992-06-13,girl1.jpg,Auxiliar de Laboratorio,8,Especialista en Informacion,6,Coordinador de Produccion de Radiodifusora ,8,Programa de Doctorado en Comunicacion e Intercultu,Universidad Pontificia Comillas,ingles,8,italiano,4,aleman,7,ingles,9,Visual Basic,php,iphone,Ruby-on-rails,Linux,asp.net,XML,Ajax
34,ALAYN PINGARRON,Camino de Juan Antonio Valle 28,41584,Sevilla,635529898,apingarro@yahoo.com,1973-07-29,man2.jpg,Inspector de Higiene y Control de Precios de Alime,9,Secretaria (o) Ejecutiva (o),2,Asistente de Presupuesto,2,Master Universitario en tecnologia del agua,Universidad de Deusto,portugues,0,gallego,5,gallego,0,español,7,Iphone-sdk,.Net,C,html,Android,Flash,database,Django
35,MARIA GABRIELA VILLENA,Via de Nicolás Riba 31,45477,Toledo,613873503,mgabriela@yahoo.com,1985-02-04,girl1.jpg,Coordinador de Centro de Estudios en Artes,5,Jefe de Taller Automotor,4,Supervisor de Servicios Generales,2,Master Universitario en Cirugia Podologica de Mini,Universidad Autonoma de Madrid,frances ,5,vasco,8,ingles,10,holandes,8,Visual-Studio,.Net,Iphone-sdk,css,asp.net,jquery,.Net,iphone
36,ZOLTAN CORZO,Callejón Jose Ramon Bautista 8,42233,Soria,628728029,zcorz@aol.com,1983-06-12,man1.jpg,Orientador,2,Medico Veterinario,3,Bioanalista,9,Master Universitario en Descripcion y Analisis de ,Universidad de Salamanca,aleman,8,portugues,0,valenciano,10,holandes,0,mysql,XML,C,Windows,php,css,Objective-c,jquery
37,VICENTE DIEGO PANTION,Glorieta Jaime Trujillo 4 Puerta 0 ,05309,Avila,794801944,vdiego@yahoo.com,1994-05-31,man1.jpg,Jefe de Servicios Generales,3,Coordinador de Deporte,4,Microfilmador,0,Master Universitario en Comercio Internacional,Universidad Europea del Atlantico,valenciano,8,arabe,8,aleman,1,vasco,7,.Net,XML,Java,Objective-c,Linux,Sql-server,Android,html
38,RUSSELL JOHN BERNETE,Avenida Enrique Carreras 9 Puerta 1 ,25104,Lleida,739506516,rjohn@gmail.com,1995-09-30,man2.jpg,Promotor Cultural,8,Editor Historico,0,Fotolitografo,9,Programa Oficial de Doctorado en Derecho y Ciencia,Universidad Europea de Valencia,italiano,1,holandes,0,español,6,arabe,10,Ajax,Django,iphone,html,mysql,Objective-c,Visual-Studio,.Net
39,JOSE VICTORINO HERNANDIS,Rambla de Catalina Reyes 435 Apt. 34 ,32685,Ourense,647164441,jvictorino@hotmail.com,1986-08-26,man2.jpg,Asistente de Zootecnia,7,Capitan de Buque,4,Jefe de Fotografia,8,Programa Oficial de Doctorado en Materiales Avanza,Universidad Camilo Jose Cela,portugues,9,ingles,2,aleman,6,arabe,7,C,jquery,Ajax,Java,jquery,Android,css,C++
40,ADRIAN RUBEN AYRA,Cuesta de Jesús Carranza 1,49950,Zamora,743595277,aruben@yahoo.com,1997-01-29,man2.jpg,Operador de Audio,3,Inspector de Seguridad Industrial e Higiene Ocupac,6,Comprador,2,Programa de Doctorado en Ciencias Juridicas Econom,Universidad Internacional Menendez Pelayo,holandes,8,holandes,9,frances ,1,arabe,4,python,Objective-c,Flash,database,Django,php,mysql,Java
41,CONSTANTIN ION BEN YOUSSEF,Plaza Vicenta Mesa 521,13754,Ciudad Real,688605332,cion@yahoo.com,1984-09-06,man2.jpg,Diseñador Curricular,7,Jefe de Trafico,0,Tecnico de Equipos de Telecomunicaciones,7,Programa Oficial de Doctorado en Oncologia Clinica,Universidad Politecnica de Catalunya,portugues,7,aleman,7,italiano,5,aleman,7,python,mysql,jquery,css,python,Visual-Studio,asp.net,Iphone-sdk
42,FLORITA MAURA,Acceso Catalina Aragonés 5,49583,Zamora,630192342,fmaur@aol.com,1978-11-09,girl1.jpg,Jefe de Proteccion y Seguridad,4,Instructor de Desarrollo en Artes Auditivas,2,Coordinador de Cine Club,2,Master Universitario en Cooperacion al Desarrollo,Universidad Miguel Hernandez de Elche,vasco,7,aleman,6,ingles,7,aleman,2,Java,.Net,javascript,Django,php,Iphone-sdk,Sql-server,Visual Basic
43,JUAN CANDIDO DOLADO,C. de Esther Moreno 75,09264,Burgos,694701188,jcandido@gmail.com,1979-01-09,man1.jpg,Director de Teatro,2,Docente de Aula,0,Jefe de Seguros,8,Diplomado en Educacion Social,Universidad de Navarra,catalan,6,frances ,9,portugues,3,vasco,1,iphone,Sql-server,Django,XML,Iphone-sdk,Ajax,Java,javascript
44,SANTUSA BAIDES,Callejón de Adriana Sobrino 39,26779,La Rioja,635251980,sbaide@mail.kz,1991-09-14,girl2.jpg,Asistente de Topografia,3,Asistente de Recursos Humanos,3,Jefe de Relaciones Publicas,0,Master Universitario en Investigacion para Economi,Universidad de Vic-Universidad Central de Cataluny,español,1,arabe,2,catalan,8,arabe,10,Ruby-on-rails,Objective-c,Visual Basic,C++,Flash,database,iphone,Django
45,MARIA NOELLE MARUENDA,C. de Cristina Salinas 94 Piso 7 ,18903,Granada,692117544,mnoelle@aol.com,1979-07-09,girl1.jpg,Asistente de Presupuesto,6,Caligrafo,3,Jefe de Unidades Nutricionales,2,Master Universitario en Economia y Finanzas por la,IE Universidad,portugues,0,catalan,5,portugues,2,vasco,0,Flash,database,XML,asp.net,Objective-c,jquery,Objective-c,sql
46,MIRIAN LORENA ATENCIO,Vial Santiago Corbacho 124 Apt. 55 ,13830,Ciudad Real,711050050,mlorena@mail.kz,1993-07-06,girl1.jpg,Investigador Ocupacional,9,Asistente de Histologia,5,Coordinador de Produccion de Radiodifusora ,2,Master Universitario Basico de Investigacion en Te,Universidad Catolica San Antonio,aleman,1,catalan,1,arabe,2,vasco,8,Java,html,css,database,Django,php,Iphone-sdk,jquery
47,CARLOS JONATHAN LAVID,Avenida de Jose Bustamante 5,04351,Almeria,610564706,cjonathan@hotmail.com,1988-01-14,man1.jpg,Supervisor de Carpinteria (Codigo Transitorio),0,Supervisor de Servicios (Codigo Transitorio),2,Auxiliar de Biblioteca,0,Master Universitario en Direccion de Marketing Dig,Universidad Autonoma de Madrid,gallego,8,valenciano,8,frances ,2,gallego,5,Android,python,C++,C,css,Linux,Django,Android
48,JUAN ARSENIO BELKADI,Pasaje Ismael Sáez 235,10385,Caceres,601985247,jarsenio@hotmail.com,1974-05-23,man2.jpg,Tecnico en Telematica,6,Fotolitografo,6,Asistente Ejecutivo de Estudios para Graduados,7,Master Universitario en Biofisica,Universidad Europea de Madrid,catalan,9,portugues,10,catalan,2,frances ,10,XML,Flash,XML,mysql,sql,sql,php,python
49,JULIETA SOLEDAD RODRIGUEZ TEMBLEQUE,Alameda de Ismael Solano 73,51156,Ceuta,664719767,jsoledad@aol.com,1991-09-30,girl1.jpg,Analista de Registro y Control Estadistico,6,Telefonista,9,Enfermera (o) Instrumentista,9,Doctor en Programa Oficial de Posgrado en Gestion ,Universidad Autonoma de Madrid,ingles,0,gallego,1,italiano,8,holandes,10,XML,php,Android,Flash,Iphone-sdk,Ajax,asp.net,iphone
50,DIANA MICHELLE PARETAS,Callejón Adrián Chamorro 62,43914,Tarragona,623385129,dmichelle@aol.com,1978-11-15,girl1.jpg,Contabilista,8,Instrumentista Academico,2,Higienista Dental,1,Programa Oficial de Doctorado en Quimica,Universidad Europea del Atlantico,aleman,8,aleman,4,portugues,10,valenciano,2,XML,iphone,XML,Visual Basic,Objective-c,html,Visual Basic,jquery
51,SAMUEL JOSEPH BOUGHABA,Pasadizo de Jose Palacio 72,18318,Granada,777501388,sjoseph@hotmail.com,1985-11-03,man1.jpg,Jefe de Produccion de Audiovisuales,3,Asistente de Camara,0,Topografo ,4,Maestro,Universidad a Distancia de Madrid,vasco,3,frances ,5,valenciano,5,holandes,5,asp.net,sql,Java,Flash,javascript,Sql-server,Java,mysql
52,LORENA NATALIA XUE,Camino Rosario Lorenzo 386 Puerta 5 ,34882,Palencia,668264723,lnatalia@yahoo.com,1972-03-13,girl1.jpg,Tecnico Forestal,5,Locutor,5,Promotor Social,8,Doctor en Programa Oficial de Posgrado en Astrofis,Universidad de La Laguna,arabe,0,catalan,0,catalan,1,aleman,3,html,jquery,jquery,html,Ruby-on-rails,sql,Android,Android
53,NORICA FURDUI,Callejón Encarnacion Uribe 66,24122,Leon,658179742,nfurdu@mail.com,1977-03-24,girl2.jpg,Instructor de Desarrollo en Artes Escenicas,6,Asistente de Presupuesto,10,Jefe de Seguros,8,Doctor en Programa Oficial de Posgrado en Control ,Universidad Politecnica de Madrid,italiano,6,español,6,español,6,valenciano,1,html,sql,iphone,jquery,mysql,Flash,.Net,database
54,YRIS PLEGUEZUELO,Cañada de Alfonso Buendía 150,28428,Madrid,683254461,ypleguezuel@gmail.com,1974-08-26,girl2.jpg,Asistente de Asuntos Audiovisuales,9,Jefe de Organizacion y Sistemas ,0,Supervisor de Registro y Control de Bienes,5,Master Universitario en Ingenieria del Tratamiento,Universidad Politecnica de Madrid,español,3,valenciano,9,ingles,3,aleman,3,asp.net,Linux,iphone,python,iphone,Linux,python,Visual-Studio
55,MARIA MERÇE CINTORA,Ronda de Emilio Pino 37,50619,Zaragoza,686579603,mmerÇe@gmail.com,1997-05-31,girl2.jpg,Coordinador de Cine Club,2,Jefe de Servicios Generales,7,Instructor de Desarrollo en Artes Auditivas,3,Master Universitario en Educacion en Salud Escolar,Universidad Catolica de Valencia San Vicente Marti,arabe,1,español,3,vasco,4,vasco,9,Java,jquery,html,Linux,Android,python,Visual Basic,jquery
56,ENCARNACION JOSEFA GALLOSO,Callejón Begoña Cáceres 6 Piso 6 ,19679,Guadalajara,646072916,ejosefa@yahoo.com,1971-06-04,girl1.jpg,Dietista,9,Especialista en Pasantias y Actividades Complement,4,Administrador,9,Grado en Teologia por la Facultad Internacional de,Universidad Pablo de Olavide,arabe,8,español,5,vasco,8,valenciano,8,css,Visual Basic,Flash,mysql,python,Iphone-sdk,Linux,mysql
57,JEUS COLY,Rambla de Vicente Arnau 86,20204,Gipuzkoa,760222240,jcol@mail.com,1992-02-02,man1.jpg,Analista de Informacion y Control Estudiantil,4,Asistente de Laboratorio Clinico,2,Coordinador de Preescolar,10,Master Universitario en quimica molecular,Universidad de Murcia,vasco,5,gallego,1,arabe,8,frances ,8,Linux,Django,Django,Objective-c,css,javascript,javascript,jquery
58,HARLEY TAIEB,Alameda Elisa Pagès 824 Puerta 4 ,24522,Leon,617290710,htaie@hotmail.com,1997-08-22,man1.jpg,Planificador Central,7,Tecnico de Geologia y Minas,3,Tecnico Electricista,8,Programa Oficial de Doctorado en Comunicacion Soci,Universidad Complutense de Madrid,arabe,3,frances ,7,gallego,0,portugues,8,Ruby-on-rails,Flash,mysql,C,javascript,Sql-server,Android,Objective-c
59,ELSA RAQUEL KIRBY,Pasadizo de Luz Castañeda 26 Piso 4 ,34347,Palencia,615660510,eraquel@yahoo.com,1970-12-04,girl1.jpg,Coordinador Sectorial de Cultura,3,Auditor,5,Citotecnologo,1,Master Universitario en Ingenieria Bioquimica. Pro,Universidad Internacional Menendez Pelayo,español,7,aleman,1,vasco,9,gallego,7,C,Android,Sql-server,asp.net,Sql-server,database,C++,css
60,GEMMA ISABEL LLORACH,Avenida Laura Fuentes 745 Apt. 97 ,16600,Cuenca,756734019,gisabel@hotmail.com,1994-06-08,girl2.jpg,Tecnico Quimico,3,Bombero Jefe,10,Director Educativo,9,Master Universitario en tecnologia quimica y ambie,Universidad de Oviedo,ingles,5,frances ,2,arabe,6,español,1,Java,Flash,C,Windows,Ruby-on-rails,Ajax,sql,Flash
61,ANGELES MARIA BARON,Cuesta de Francisca Arellano 10 Piso 0 ,30177,Murcia,702066220,amaria@mail.com,1994-06-07,girl2.jpg,Tecnico de Geologia y Minas,10,Serigrafista Principal,3,Serigrafista Principal,9,Master Universitario en Gestion del Turismo / Tour,Universidad de Sevilla,vasco,8,ingles,8,italiano,7,español,5,Java,Flash,Django,Visual-Studio,C,XML,Objective-c,Django
62,ANA MARIA ASUNCION BRINGUE,Vial de Antonio Cánovas 63,47463,Valladolid,763099708,amaria@mail.com,1984-08-24,girl2.jpg,Jefe de Seguros,0,Director de Ballet o Danza,8,Analista de Registro y Control Estadistico,5,Master Universitario en Riesgos Naturales,Universidad Pablo de Olavide,gallego,5,aleman,3,arabe,8,holandes,4,Ajax,.Net,css,XML,javascript,Objective-c,database,database
63,NASAR GALINDEZ,Cañada de Nieves Corral 1,47805,Valladolid,719604248,ngalinde@hotmail.com,1970-05-29,man2.jpg,Promotor Cultural,2,Fotografo,9,Administrador de Redes y Recursos de Informatica,0,Licenciado en Quimica,Universidad Europea Miguel de Cervantes,italiano,7,vasco,10,frances ,5,arabe,0,asp.net,Flash,javascript,Visual Basic,html,jquery,Objective-c,Visual Basic
64,AMADOU DIOULDE UHIA,Cuesta de Gabriel Sobrino 81,17262,Girona,698008965,adioulde@gmail.com,1984-04-08,man1.jpg,Asistente de Mantenimiento de Equipos y Redes de I,6,Arquitecto,6,Jefe de Correo,4,Graduado o Graduada en Edificacion por la Universi,Universidad Europea Miguel de Cervantes,portugues,2,arabe,9,portugues,9,arabe,7,css,Visual-Studio,Linux,html,Windows,mysql,C,Ruby-on-rails
65,VASILE MIRCEA ALDEGUNDE,Via Josep Boix 79 Apt. 35 ,51172,Ceuta,623622929,vmircea@hotmail.com,1985-11-23,man1.jpg,Cartografo,2,Supervisor de Servicios de Mantenimiento,5,Tecnico de Taller de Micromecanica,9,Doctor en Programa Oficial de Posgrado en Literatu,Universidad de Lleida,arabe,10,valenciano,7,portugues,5,arabe,6,C++,Flash,asp.net,Sql-server,mysql,Visual Basic,Visual-Studio,Django
